0,0,0
100,0,1
200,0,2
300,0,3
400,0,4
500,0,5
500,100,6
400,100,7
300,100,8
200,100,9
100,100,10
0,100,11
0,200,12
100,200,13
200,200,14
300,200,15
400,200,16
500,200,17
500,300,18
400,300,19
300,300,20
200,300,21
100,300,22
0,300,23
0,400,24
100,400,25
200,400,26
300,400,27
400,400,28
500,400,29
